numero_dpe;nom_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;secteur_activite;annee_construction;surface_habitable;tv016_departement_id;commune;nom_rue;numero_rue;batiment;escalier;etage;porte;code_postal;numero_lot;etat_avancement;organisme_certificateur;adresse_organisme_certificateur;longitude;latitude;geo_adresse;tr013_type_erp_type;tv017_zone_hiver_code
1675XX000312G;3CL - DPE;26/12/2016;413.87;F;63.9;E;Commerce;1947;0.00;75;PARIS - 18EME;/223 rue Championnet;221;;;RDC;;75018;2016;1;I.CERT;Parc Edonia - Bâtiment G - rue de la Terre Victoria 35760 MONTGERMONT;2.329097;48.893288;223 Rue Championnet 75018 Paris;W : Administrations, banques, bureaux;H1
1675V8001420S;FACTURE;27/12/2016;1487.09;G;67.42;E;\N;1947;105.99;75;PARIS;32 av Carnot/40 rue des Acacias;\N;\N;\N;\N;\N;75017;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.291921;48.876916;32 Rue des Acacias 75017 Paris;;H1
1675P5000070J;FACTURE - DPE;27/12/2016;419.78;F;13.67;C;;1948;18.10;75;PARIS;de Montmorency;48;;;;;75003;;1;BUREAU VERITAS;60 avenue du Général de Gaulle 92046 PARIS LA DEFENSE;2.353123;48.863639;48 Rue de Montmorency 75003 Paris;;H1
1694V3000101J;FACTURE - DPE;26/12/2016;1062.9;G;34.61;D;Local;1948;\N;94;MAISONS-ALFORT;DU GENERAL LECLERC;7;;;;;94700;;1;SOCOTEC CERTIFICATION FRANCE;1, RUE RENE ENJOLVY 94250  GENTILLY;2.421383;48.81526;7 Avenue du Général Leclerc 94700 Maisons-Alfort;;H1
1675V8001425X;FACTURE;28/12/2016;895.09;G;29.14;D;\N;1947;94.60;75;PARIS;27 rue du Départ;\N;\N;\N;\N;\N;75014;2;1;AFAQ AFNOR;paris;2.32243;48.841593;27 Rue du Départ 75014 Paris;M : Magasins de vente, centres commerciaux;H1
1675V8001427@;Méthode Facture;29/12/2016;533;G;104;G;Autres (théâtres, salles de sport, restaurati;1947;77.56;75;PARIS;39 avenue Gambetta;;;RDC;;;75020;1,29;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.393146;48.864429;39 Avenue Gambetta 75020 Paris;;H1
1675XX000314I;3CL - DPE;26/12/2016;591.96;G;19.27;C;Commerce;1949;0.00;75;PARIS - 19EME;de Belleville;117;;;RDC;;75019;2004;1;I.CERT;Parc Edonia - Bâtiment G - rue de la Terre Victoria 35760 MONTGERMONT;2.387627;48.874754;117 Rue de Belleville 75019 Paris;M : Magasins de vente, centres commerciaux;H1
1694V8000262W;FACTURE;29/12/2016;422.39;F;109.02;G;\N;1947;70.18;94;VINCENNES;110 rue de Fontenay;\N;\N;\N;\N;\N;94300;;1;AFAQ certification;11 rue Francis de Pressensé 93571 La Plaine St Denis;2.43827;48.848248;110 Rue de Fontenay 94300 Vincennes;M : Magasins de vente, centres commerciaux;H1
1694V8000263X;3CL - DPE;22/12/2016;692.11;G;22.53;C;Commerce;1900;0.00;94;IVRY-SUR-SEINE;Molière;53;\N;\N;Rez de chaussée;\N;94200;NC;1;Bureau Véritas Certification;60, avenue du Général de Gaulle 92046 PARIS LA DEFENSE;2.393734;48.815102;53 Rue Molière 94200 Ivry-sur-Seine;M : Magasins de vente, centres commerciaux;H1
1675V8001428A;Méthode Facture;29/12/2016;487;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;96.80;75;PARIS;74 RUE DE CLICHY;;;Etage RDC;;;75009;;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.328001;48.882504;74 Rue de Clichy 75009 Paris;;H1
1692V7000185X;FACTURE SEULE;06/12/2016;455.65;F;36.09;D;\N;1948;67.00;92;LA GARENNE COLOMBES;de la Liberté;6,;\N;\N;\N;\N;92250;\N;1;AFNOR CERTIFICATION;11, rue Francis de Pressensé 93210 SAINT DENIS;2.245913;48.909391;6 Place de la Liberte 92250 La Garenne-Colombes;;H1
1693V4000210K;facture;28/12/2016;598.41;F;87.34;E;\N;1974;94.60;93;LE PRE ST GERVAIS;FRANSICO FERRER;11;\N;\N;\N;\N;93310;;1;Bureau Veritas Certificaton;Bureau Veritas Certificaton;2.406855;48.887217;11 Avenue Francisco Ferrer 93310 Le Pré-Saint-Gervais;;H1
1691V7000144R;3CL - DPE;31/12/2016;524;G;17;C;Commerce;2001;0.00;91;BRETIGNY SUR ORGE;de la Commune de Paris - ZAC de la Maison Neuve;49;Commerce;C:\\OBBC\\WINDPE\\Dossiers\\2340A DPE BRETIGNY AL;Rez de chaussee;\N;91220;\N;1;BUREAU VERITAS CERTIFICATION FRANCE;41, CHEMIN DES PEUPLIERS - BP 58 - 69573 DARDILLY CEDEX;;;;;H1
1692P2000029J;FACTURE - DPE;05/12/2016;611.88;F;19.92;C;;1948;69.75;92;BOULOGNE-BILLANCOURT;du Dôme;54;;;;;92100;;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS-LADEFENSE CEDEX;2.249026;48.832335;54 Rue du Dôme 92100 Boulogne-Billancourt;;H1
1778V8000001Q;Méthode Facture;02/01/2017;872;G;103;G;Autres (théâtres, salles de sport, restaurati;1947;237.07;78;AUFFARGIS;30 GRANDE RUE;;;Ce bien ne fait pas partie d'une copropriété;;;78610;;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;1.884731;48.70175;30 Grande Rue 78610 Auffargis;;H1
1775P2000017I;FACTURE - DPE;03/01/2017;565.22;F;18.4;C;Cabinet d'architecture;1948;\N;75;PARIS;34 RUE SAINT-DOMINIQUE;;;;;;75007;;1;GINGER CATED;ZAC La Clef Saint Pierre - 12 avenue Gay Lussac 78990 ELANCOURT;2.315423;48.859993;34 Rue Saint-Dominique 75007 Paris;;H1
1691V8000384Y;Méthode Facture;30/12/2016;395;F;38;D;Autres (théâtres, salles de sport, restaurati;1947;77.12;91;RIS-ORANGIS;41 Avenue de la Libération;;;RDC;;;91130;Non communiqué;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.414181;48.6516;41 Avenue de la Libération 91130 Ris-Orangis;;H1
1775V8000012P;FACTURE;04/01/2017;412.41;F;32.06;D;\N;1947;548.90;75;PARIS;154 rue de Montmartre;\N;\N;\N;\N;\N;75002;;1;ICERT;Beauchamp;2.343035;48.869717;154 Rue Montmartre 75002 Paris;;H1
1592P2000096M;FACTURE - DPE;26/11/2015;588.06;F;19.15;C;enseignement;2006;395.00;92;LEVALLOIS-PERRET;Relais Assistance Maternelle;;;;;;92300;;1;AFNOR Certification;11, rue Francis de Préssensé 93571 LA PLAINE ST DENIS CEDEX;;;;;H1
1775V8000015S;FACTURE;04/01/2017;506.7;F;16.49;C;\N;1977;243.10;75;PARIS;Centre Commercial Montparnasse ETAM 1 er étage, (4111);\N;\N;\N;\N;\N;75014;;1;abcidia certification;4 Route de la Noue, 91190 Gif-sur-Yvette;;;;;H1
1775V8000016T;FACTURE;04/01/2017;1913.16;G;62.28;E;\N;1947;60.50;75;PARIS;17, rue Charlot 1, rue Pstourelle;\N;\N;\N;\N;\N;75003;;1;I.Cert;Parc EDONIA - Bât G rue de la Terre Victoria 35760 Saint Grégoire;2.325593;48.856019;Place René Char 75007 Paris;M : Magasins de vente, centres commerciaux;H1
1775V8000017U;FACTURE;04/01/2017;1913.16;G;62.28;E;\N;1947;60.50;75;PARIS;17, rue Charlot 1, rue Pstourelle;\N;\N;\N;\N;\N;75003;;1;I.Cert;Parc EDONIA - Bât G rue de la Terre Victoria 35760 Saint Grégoire;2.325593;48.856019;Place René Char 75007 Paris;M : Magasins de vente, centres commerciaux;H1
1794V8000001O;Méthode Facture;04/01/2017;848;G;27;D;Autres (théâtres, salles de sport, restaurati;1947;40.73;94;VILLEJUIF;70/80 RUE JEAN JAURES;;;;;;94800;1;1;C086 DELIVRE LE 11/09/2012 PAR QUALIXPERT (17 RUE BORREL-81100 CASTRES);17 rue Borrel 81100 CASTRES;2.366569;48.791283;80 Rue Jean Jaurès 94800 Villejuif;;H1
1792V8000001M;Méthode Facture;04/01/2017;616;G;20;C;Autres (théâtres, salles de sport, restaurati;1947;81.18;92;RUEIL-MALMAISON;11, rue Paul Vaillant Couturier;;;RDC;;;92500;Non communiqué;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.181892;48.877513;11 Rue Paul Vaillant Couturier 92500 Rueil-Malmaison;;H1
1775XX000003E;3CL - DPE;04/01/2017;471.92;F;15.36;C;Commerce;1990;0.00;75;PARIS - 6EME;du cherche midi;3;;;;;75006;;1;QUALIXPERT;17 rue Borrel  81100 CASTRES;2.329754;48.851863;3 Rue du Cherche-Midi 75006 Paris;M : Magasins de vente, centres commerciaux;H1
1795V8000003R;3CL - DPE;04/01/2017;1349.53;G;115.53;G;Commerce;1970;0.00;95;PONTOISE;3 rue des Cordeliers;\N;\N;\N;Rez de chaussée;\N;95300;NC;1;CATED 12 avenue Gay Lussac - ZAC la clef Saint Pierre 78990 ELANCOURT;;2.109799;49.077635;3 Rue des Coquelicots 95300 Ennery;;H1
1775V8000018V;Méthode Facture;03/01/2017;1168;G;86;F;Autres (théâtres, salles de sport, restaurati;1947;78.25;75;PARIS;9, Rue Amelie;;;"Etage RDC; Porte Droite sur facade rue Amelie";;;75007;NC;1;AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.30757;48.859072;9 Rue Amélie 75007 Paris;;H1
1778C2000001J;Méthode Facture;05/01/2017;434;F;101;G;Centres Commerciaux;1947;57.20;78;LE PERRAY EN YVELINES;53 RUE DE PARIS;;;;;;78610;Sans objet;1;C0873 QUALIXPERT LCC 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;1.885425;48.700706;Grande Rue 78610 Auffargis;;H1
1778C2000002K;Méthode Facture;05/01/2017;654;G;84;G;Centres Commerciaux;1947;57.20;78;LE PERRAY EN YVELINES;53 RUE DE PARIS;;;;;;78610;Sans objet;1;C0873 QUALIXPERT LCC 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;1.885425;48.700706;Grande Rue 78610 Auffargis;;H1
1775V8000021P;FACTURE;05/01/2017;689.58;G;22.45;C;\N;1974;115.50;75;PARIS;31 Rue de Passy Bâtiment A Boutique 123, (1- 57);\N;\N;\N;\N;\N;75016;;1;abcidia certification;4 Route de la Noue, 91190 Gif-sur-Yvette;;;;;H1
1794V8000004R;Méthode Facture;05/01/2017;763;G;50;E;Autres (théâtres, salles de sport, restaurati;1947;88.00;94;VILLEJUIF;8 AVENUE LOUIS ARAGON;;;;;;94800;20/24;1;C086 DELIVRE LE 11/09/2012 PAR QUALIXPERT (17 RUE BORREL-81100 CASTRES);17 rue Borrel 81100 CASTRES;2.368695;48.788482;8 Avenue Louis Aragon 94800 Villejuif;;H1
1775P6000002G;FACTURE - DPE;04/01/2017;483.42;F;15.74;C;;1948;53.37;75;PARIS;Marx Dormoy;33;;;;;75018;;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS-LADEFENSE CEDEX;2.359461;48.886877;33 Rue Marx Dormoy 75018 Paris;;H1
1775V7000004P;Méthode Facture;05/01/2017;678;G;22;C;Autres (théâtres, salles de sport, restaurati;1947;103.59;75;PARIS;23, rue de la Croix Nivert;;;Rez de chaussée;;;75015;1;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.299965;48.846714;23 Rue de la Croix Nivert 75015 Paris;J : Structures d’accueil pour personnes âgées ou personnes handicapées;H1
1775V8000022Q;Méthode Facture;06/01/2017;1542;G;119;G;Autres (théâtres, salles de sport, restaurati;1947;122.43;75;PARIS;18 rue de Tournon;;;Etage RDC;;;75006;Non communiqué;1;QUALIT'COMPETENCES;;2.337123;48.849541;18 Rue de Tournon 75006 Paris;;H1
1778V8000009Y;Méthode Facture;06/01/2017;792;G;25;C;Autres (théâtres, salles de sport, restaurati;1947;58.39;78;LES CLAYES-SOUS-BOIS;22 BIS RUE MAURICE JOUET;;;Ce bien ne fait pas partie d'une copropriété;;;78340;;1;BUREAU VERITAS Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;1.990024;48.822636;22bis Rue Maurice Jouet 78340 Les Clayes-sous-Bois;;H1
1793V8000006S;Méthode Facture;05/01/2017;578;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;33.77;93;NOISY-LE-SEC;7 Rue Anatole France;;;Rez-de-Chaussée sur rue;;;93130;NC - Local commercial;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.452373;48.889539;7 Rue Anatole France 93130 Noisy-le-Sec;;H1
1792V8000010M;3CL - DPE;05/01/2017;886.76;G;207.5;G;Commerce;1947;0.00;92;ISSY-LES-MOULINEAUX;Hoche;26;;;RDC;;92130;101;1;ABCIDIA CERTIFICATION;4 route de la Noue 91190 GIF SUR YVETTE;2.270871;48.824557;26 Rue Hoche 92130 Issy-les-Moulineaux;;H1
1693P5000010D;FACTURE - DPE;19/12/2016;1610.99;G;279.64;G;salles de sport;1977;1907.00;93;VILLEPINTE;rue Pierre Audat;;;;;;93420;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.546031;48.959877;Rue Pierre Audat 93420 Villepinte;;H1
1793V3000001I;FACTURE - DPE;04/01/2017;1170.43;G;38.11;D;Local commercial;2006;\N;93;PANTIN;VICTOR HUGO;33;;;;;93500;;1;SOCOTEC CERTIFICATION FRANCE;1, RUE RENE ENJOLVY 94250  GENTILLY;2.404951;48.894473;33 Rue Victor Hugo 93500 Pantin;;H1
1775V4000006O;Méthode Facture;06/01/2017;636;F;122;F;Bureau, Administration, Enseignement;1947;88.00;75;PARIS;8 RUE DE CHARONNE;;;"Bat. ESCALIER B; Etage 2EME ETAGE";;;75011;;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.374201;48.852262;8 Rue de Charonne 75011 Paris;;H1
1693P5000011E;FACTURE - DPE;20/12/2016;903.16;G;82.41;F;salles de sport;1982;2069.00;93;VILLEPINTE;rue Pierre Audat;;;;;;93420;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.546031;48.959877;Rue Pierre Audat 93420 Villepinte;;H1
1792V8000012O;Méthode Facture;06/01/2017;614;G;20;C;Autres (théâtres, salles de sport, restaurati;1947;35.90;92;BOULOGNE BILLANCOURT;1, rue de Chateaudun;;;Etage : Rdc rue;;;92100;;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.235905;48.83909;1 Rue de Châteaudun 92100 Boulogne-Billancourt;;H1
1792V8000013P;Méthode Facture;06/01/2017;614;G;20;C;Autres (théâtres, salles de sport, restaurati;1947;35.90;92;BOULOGNE BILLANCOURT;1, rue de Chateaudun;;;Etage : Rdc rue;;;92100;;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.235905;48.83909;1 Rue de Châteaudun 92100 Boulogne-Billancourt;;H1
1777V7000005S;3CL - DPE;06/01/2017;643.27;G;150.53;G;Commerce;1900;0.00;77;BARBIZON;grande rue;22,;\N;\N;\N;\N;77630;NC;1;I.CERT;;2.564613;48.415058;Rue Grande 77630 Arbonne-la-Forêt;O : Hôtels et pensions de famille;H1
1778V8000011R;Méthode Facture;07/01/2017;582;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;27.92;78;LE VÉSINET;20 Place du Marché;;;Etage RDC;;;78110;28-14;1;ABCIDIA;4 route de la Noue 91190 GIF SUR YVETTE;2.130904;48.893062;20 Place du Marché 78110 Le Vésinet;;H1
1793V4000014N;FACTURE - DPE;06/01/2017;552.93;F;18;C;Bureaux;2000;\N;93;NOISY-LE-GRAND;120 AVENUE MEDERIC;;;;;;93160;;1;Bureau Veritas Certification;60 avenue du Général De Gaulle 92046 Paris La Défense;2.570858;48.829249;120 Avenue Médéric 93160 Noisy-le-Grand;;H1
1792V7000002M;FACTURE - DPE;09/01/2017;611.41;G;19.91;C;salons, restaurant, bar;1982;1042.74;92;NEUILLY-SUR-SEINE;Achille Peretti;145-147;;;;;92200;;1;I.Cert;Parc Edonia - Bât G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.267752;48.884565;147 Avenue Achille Peretti 92200 Neuilly-sur-Seine;;H1
1778V8000012S;Méthode Facture;09/01/2017;570;G;34;D;Autres (théâtres, salles de sport, restaurati;1;311.41;78;POISSY;Place Georges Pompidou;;;;;;78300;Non communiqué;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.041446;48.932805;Place Georges Pompidou 78300 Poissy;;H1
1775V8000029X;Méthode Facture;09/01/2017;499;F;16;C;Autres (théâtres, salles de sport, restaurati;1947;171.13;75;PARIS;51 RUE DE REUILLY;;;Etage RDC;;;75012;3168,3167;1;BUREAU VERITAS CERTIFICATION- 60 avenue du Général de Gaulle 92046 Paris La Défense;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.388244;48.846049;51 Rue de Reuilly 75012 Paris;;H1
1775V7000015R;FACTURE - DPE;02/01/2017;873.88;G;28.45;D;;1948;\N;75;PARIS 01;8 RUE DU MONT THABOR;;;;;;75001;;1;CATED;12 Avenue Gay Lussac - ZAC La Clef Saint Pierre 78990 ELANCOURT;2.411597;48.811722;8 Rue du Confluent 94140 Alfortville;;H1
1792L2000064O;3CL - DPE;09/01/2017;427;F;14;C;Habitation (parties privatives d immeuble col;2000;120.00;92;ANTONY;des Iris;21;\N;\N;1er Etage;\N;92160;02019;1;GINGER CATED;12, AV GAY LUSSAC ZAC DE LA CLE SAINT PIERRE 78990 ELANCOURT;2.306611;48.752969;21 Rue des Iris 92160 Antony;;H1
1792V8000015R;Méthode Facture;06/01/2017;639;G;20;C;Autres (théâtres, salles de sport, restaurati;1947;94.22;92;LEVALLOIS-PERRET;42 rue Jean Jaures;;;Etage RDC;;;92300;2;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.292494;48.891221;42 Rue Jean Jaurès 92300 Levallois-Perret;;H1
1675V7000705W;Méthode Facture;16/12/2016;405;F;64;E;Autres (théâtres, salles de sport, restaurati;1947;49.50;75;PARIS - 12EME;196, rue du Faubourg Saint-Antoine;;;Bât C. Rez-de chaussée  et 1er étage;;;75012;Local commercial RDCH et Appartement 1er étag;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.383946;48.850057;196 Rue du Faubourg Saint-Antoine 75012 Paris;;H1
1675V7000706X;Méthode Facture;16/12/2016;405;F;64;E;Autres (théâtres, salles de sport, restaurati;1947;49.50;75;PARIS - 12EME;196, rue du Faubourg Saint-Antoine;;;Bât C. Rez-de chaussée  et 1er étage;;;75012;Local commercial RDCH et Appartement 1er étag;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.383946;48.850057;196 Rue du Faubourg Saint-Antoine 75012 Paris;;H1
1775V8000032R;Méthode Facture;10/01/2017;605;G;19;C;Autres (théâtres, salles de sport, restaurati;1947;25.56;75;PARIS;1, place Jussieu;;;Etage : Rdc rue;;;75005;1;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.355179;48.845881;1 Place Jussieu 75005 Paris;;H1
1775V8000033S;Méthode Facture;10/01/2017;605;G;19;C;Autres (théâtres, salles de sport, restaurati;1947;25.56;75;PARIS;1, place Jussieu;;;Etage : Rdc rue;;;75005;1;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.355179;48.845881;1 Place Jussieu 75005 Paris;;H1
1775V8000034T;Méthode Facture;10/01/2017;605;G;19;C;Autres (théâtres, salles de sport, restaurati;1947;25.56;75;PARIS;1, place Jussieu;;;Etage : Rdc rue;;;75005;1;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.355179;48.845881;1 Place Jussieu 75005 Paris;;H1
1775V8000035U;Méthode Facture;10/01/2017;605;G;19;C;Autres (théâtres, salles de sport, restaurati;1947;25.56;75;PARIS;1, place Jussieu;;;Etage : Rdc rue;;;75005;1;1;AFAQ AFNOR Compétences;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.355179;48.845881;1 Place Jussieu 75005 Paris;;H1
1775V8000038X;Méthode Facture;11/01/2017;975;G;31;D;Autres (théâtres, salles de sport, restaurati;1947;38.86;75;PARIS;02 IMPASSE REILLE;;;;;;75014;3;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.341163;48.826146;2 Impasse Reille 75014 Paris;;H1
1795V8000005T;Méthode Facture;11/01/2017;664;G;21;C;Autres (théâtres, salles de sport, restaurati;1;176.00;95;ARGENTEUIL;41-43 BOULEVARD KARL MARX;;;Etage RDC;;;95100;;1;DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.256483;48.947175;43 Boulevard Karl Marx 95100 Argenteuil;;H1
1691V8000385@;3CL - DPE;23/12/2016;868.21;G;51.98;E;;1997;0.00;91;VIRY-CHÂTILLON;de Fleury;;;;;;91170;PECARI;1;BUREAU VERITAS CERTIFICATION FRANCE;Le Guillaumet 60, avenue de Général de Gaulle 92046 PARIS LA DEFENSE;2.369783;48.653636;Route de Fleury 91170 Viry-Châtillon;;H1
1691V8000386A;3CL - DPE;26/12/2016;495.58;F;39.7;D;;1997;0.00;91;VIRY-CHÂTILLON;de Fleury;;;;;;91170;MAG EXPRESS;1;BUREAU VERITAS CERTIFICATION FRANCE;Le Guillaumet 60, avenue de Général de Gaulle 92046 PARIS LA DEFENSE;2.369783;48.653636;Route de Fleury 91170 Viry-Châtillon;M : Magasins de vente, centres commerciaux;H1
1778V8000015V;FACTURE;11/01/2017;631.46;G;20.55;C;\N;2008;330.00;78;MAUREPAS;Rue Louis Pasteur - ZAC PARIS OUEST;\N;\N;\N;\N;\N;78310;110;1;I.Cert;116 bis, rue Eugène Pottier  35000 RENNES;;;;M : Magasins de vente, centres commerciaux;H1
1777V7000007U;FACTURE - DPE;11/01/2017;414.71;F;35.36;D;RESTAURANT/APT;1948;153.65;77;COULOMMIERS;du Général Leclerc;7/9;;;;;77120;;1;DEKRA CERTIFICATION;5 RUE GARLANDE 92220 BAGNEUX;3.082332;48.810748;9 Rue du General Leclerc 77120 Coulommiers;;H1
1775V7000024R;Méthode Facture;12/01/2017;398;F;12;C;Autres (théâtres, salles de sport, restaurati;1947;47.70;75;PARIS;1, rue Edouars Robert;;;RDC;;;75012;non communiqué;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.400119;48.836263;1 Rue Edouard Robert 75012 Paris;J : Structures d’accueil pour personnes âgées ou personnes handicapées;H1
1794V8000010O;FACTURE;12/01/2017;2490.41;G;379.32;G;\N;1947;167.20;94;VINCENNES;200 rue de Fontenay;\N;\N;\N;\N;\N;94300;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis;2.432385;48.848659;200 Rue de Fontenay 94300 Vincennes;M : Magasins de vente, centres commerciaux;H1
1775XX000010C;3CL - DPE;12/01/2017;531.48;G;17.3;C;Commerce;1900;0.00;75;PARIS - 9EME;15/17 rue des Martyrs;\N;;;RDC/Sous-sol;;75009;1 et 23;1;ABCIDIA CERTIFICATION;4, route de la Noue 91190 GIF-SUR-YVETTE;2.339449;48.877935;17 Rue des Martyrs 75009 Paris;M : Magasins de vente, centres commerciaux;H1
1794V8000011P;Méthode Facture;12/01/2017;834;G;27;D;Autres (théâtres, salles de sport, restaurati;1;49.09;94;LE PLESSIS TREVISE;ALLEE DES AMBALAIS;;;;;;94420;Non communiqué(s);1;C951 QUALIXPERT;17 rue Borrel 81100 CASTRES;2.571449;48.810538;allée des ambalais 94420 Le Plessis-Trévise;;H1
1775V8000048Y;FACTURE;12/01/2017;853.54;G;40;D;\N;1982;4676.90;75;PARIS;74 rue Lecourbe;\N;\N;\N;\N;\N;75015;4002-5001;1;ICERT;Rue de la Terre Victoria, 35760 Saint Grégoire;2.305635;48.843648;74 Rue Lecourbe 75015 Paris;M : Magasins de vente, centres commerciaux;H1
1794V8000013R;Méthode Facture;12/01/2017;394;F;13;C;Autres (théâtres, salles de sport, restaurati;1947;23045.00;94;THIAIS;13-15 rue du Puits Dixme;;;;;;94657;Non communiqué;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.383801;48.748892;15 Rue du Puits Dixme 94320 Thiais;;H1
1692V3000145P;th-CE;20/12/2016;824.47;G;75.69;E;Bureaux;1960;350.00;92;NEUILLY-SUR-SEINE;Agence Bred  22 rue du château;\N;;;;;92200;;1;12 avenue Gay Lussac;GINGER CATED - ZAC LA CLEF ST PIERRE - 78990 ELANCOURT;2.263052;48.887084;22 Rue du Château 92200 Neuilly-sur-Seine;W : Administrations, banques, bureaux;H1
1775V8000051S;Méthode Facture;13/01/2017;1272;G;41;D;Autres (théâtres, salles de sport, restaurati;1947;227.70;75;PARIS;16 RUE BERGER;;;;;;75001;1-2;1;CERTIFICATION DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.348111;48.860996;16 Rue Berger 75001 Paris;;H1
1775V8000053U;FACTURE;13/01/2017;496.07;F;49.11;E;\N;1977;151.80;75;PARIS;8 rue Malr / 153 rue de l'Université;\N;\N;\N;\N;\N;75007;;1;AFAQ AFNOR;paris;2.331094;48.856598;8 Rue de l'Université 75007 Paris;M : Magasins de vente, centres commerciaux;H1
1791V8000009T;Méthode Facture;13/01/2017;437;F;65;E;Autres (théâtres, salles de sport, restaurati;1947;294.80;91;BRÉTIGNY-SUR-ORGE;35 AVENUE DE LA COMMUNE DE PARIS;;;;;;91220;Non communiqué;1;AFNOR Certification;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;2.301734;48.590916;35 Avenue de la Commune de Paris 91220 Brétigny-sur-Orge;;H1
1777V8000007V;FACTURE;13/01/2017;427.21;F;13.9;C;\N;1947;45.10;77;SAINT-MAMMÈS;Cabinet Médical 17 Quai de Seine;\N;\N;\N;\N;\N;77670;;1;sgs;Rue Aristide Briand Arcueil;2.806237;48.388244;17 Quai de Seine 77670 Saint-Mammès;U : Établissements de soins;H1
1791V8000011M;Méthode Facture;13/01/2017;657;G;21;C;Autres (théâtres, salles de sport, restaurati;1947;190.30;91;DRAVEIL;5 place de la République;;;;;;91210;;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.409615;48.686082;5 Place de la République 91210 Draveil;;H1
1778V8000022T;FACTURE - DPE;13/01/2017;1076.08;G;35.04;D;Restaurant;2006;453.07;78;FLINS-SUR-SEINE;ZAC Les Meriels;;;;;;78410;;1;Bureau Veritas Certification France;60 avenue du Général de Gaulle 92046 Paris La Défense;1.870151;48.968318;Les Meriels Ouest 78410 Flins-sur-Seine;;H1
1778V7000007V;FACTURE - DPE;12/01/2017;1217.83;G;82.86;F;Restaurant;2006;414.48;78;BUCHELAY;de la Communauté;11;;;;;78200;;1;Bureau Veritas Certification France;60 avenue du Général de Gaulle 92046 Paris La Défense;1.67957;48.987067;11 Boulevard de la Communauté 78200 Buchelay;;H1
